matchid,me,you,won,yourDead,myDead
battle-randombattle-352,mallis,larandumb,true,6,5
battle-randombattle-352,larandumb,mallis,false,5,6
battle-randombattle-353,larandumb,mallis,false,3,6
battle-randombattle-353,mallis,larandumb,true,6,3
battle-randombattle-354,larandumb,mallis,false,3,6
battle-randombattle-354,mallis,larandumb,true,6,3
battle-randombattle-355,larandumb,mallis,false,3,6
battle-randombattle-355,mallis,larandumb,true,6,3
battle-randombattle-356,larandumb,mallis,false,5,6
battle-randombattle-356,mallis,larandumb,true,6,5
battle-randombattle-357,larandumb,mallis,true,6,5
battle-randombattle-357,mallis,larandumb,false,5,6
battle-randombattle-358,larandumb,mallis,false,3,6
battle-randombattle-358,mallis,larandumb,true,6,3
battle-randombattle-359,larandumb,mallis,false,5,6
battle-randombattle-359,mallis,larandumb,true,6,5
battle-randombattle-360,larandumb,mallis,false,3,6
battle-randombattle-360,mallis,larandumb,true,6,3
battle-randombattle-361,mallis,larandumb,false,5,6
battle-randombattle-361,larandumb,mallis,true,6,5
battle-randombattle-362,larandumb,mallis,true,6,4
battle-randombattle-362,mallis,larandumb,false,4,6
battle-randombattle-364,larandumb,mallis,true,6,4
battle-randombattle-364,mallis,larandumb,false,4,6
battle-randombattle-365,larandumb,mallis,false,4,6
battle-randombattle-365,mallis,larandumb,true,6,4
battle-randombattle-366,larandumb,mallis,false,4,6
battle-randombattle-366,mallis,larandumb,true,6,4
battle-randombattle-367,larandumb,mallis,false,5,6
battle-randombattle-367,mallis,larandumb,true,6,5
battle-randombattle-368,larandumb,mallis,false,2,6
battle-randombattle-368,mallis,larandumb,true,6,2
battle-randombattle-369,larandumb,mallis,true,6,5
battle-randombattle-369,mallis,larandumb,false,5,6
battle-randombattle-370,larandumb,mallis,true,6,2
battle-randombattle-370,mallis,larandumb,false,2,6
battle-randombattle-371,larandumb,mallis,true,6,5
battle-randombattle-371,mallis,larandumb,false,5,6
battle-randombattle-372,larandumb,mallis,true,6,5
battle-randombattle-372,mallis,larandumb,false,5,6
battle-randombattle-373,mallis,larandumb,true,6,3
battle-randombattle-373,larandumb,mallis,false,3,6
battle-randombattle-374,larandumb,mallis,false,5,6
battle-randombattle-374,mallis,larandumb,true,6,5
battle-randombattle-375,larandumb,mallis,false,5,6
battle-randombattle-375,mallis,larandumb,true,6,5
battle-randombattle-376,larandumb,mallis,false,4,6
battle-randombattle-376,mallis,larandumb,true,6,4
battle-randombattle-377,larandumb,mallis,false,3,6
battle-randombattle-377,mallis,larandumb,true,6,3
battle-randombattle-378,larandumb,mallis,false,5,6
battle-randombattle-378,mallis,larandumb,true,6,5
battle-randombattle-379,larandumb,mallis,true,6,3
battle-randombattle-379,mallis,larandumb,false,3,6
battle-randombattle-380,larandumb,mallis,false,5,6
battle-randombattle-380,mallis,larandumb,true,6,5
battle-randombattle-381,larandumb,mallis,false,2,6
battle-randombattle-381,mallis,larandumb,true,6,2
battle-randombattle-382,elitefoursieboldx,mallis,false,4,6
battle-randombattle-382,mallis,elitefoursieboldx,true,6,4
battle-randombattle-383,elitefoursieboldx,mallis,false,4,6
battle-randombattle-383,mallis,elitefoursieboldx,true,6,4
battle-randombattle-384,elitefoursieboldx,mallis,false,3,6
battle-randombattle-384,mallis,elitefoursieboldx,true,6,3
battle-randombattle-385,elitefoursieboldx,mallis,true,6,5
battle-randombattle-385,mallis,elitefoursieboldx,false,5,6
battle-randombattle-386,elitefoursieboldx,mallis,false,2,6
battle-randombattle-386,mallis,elitefoursieboldx,true,6,2
battle-randombattle-387,elitefoursieboldx,mallis,false,3,6
battle-randombattle-387,mallis,elitefoursieboldx,true,6,3
battle-randombattle-388,elitefourowikstrom,mallis,false,3,6
battle-randombattle-388,mallis,elitefourowikstrom,true,6,3
battle-randombattle-389,elitefourowikstrom,mallis,false,2,6
battle-randombattle-389,mallis,elitefourowikstrom,true,6,2
battle-randombattle-390,elitefourowikstrom,mallis,true,6,5
battle-randombattle-390,mallis,elitefourowikstrom,false,5,6
battle-randombattle-391,elitefourowikstrom,mallis,false,4,6
battle-randombattle-391,mallis,elitefourowikstrom,true,6,4
battle-randombattle-392,elitefourowikstrom,mallis,false,4,6
battle-randombattle-392,mallis,elitefourowikstrom,true,6,4
battle-randombattle-393,elitefourowikstrom,mallis,true,6,4
battle-randombattle-393,mallis,elitefourowikstrom,false,4,6
battle-randombattle-394,elitefourmalvax,mallis,true,6,3
battle-randombattle-394,mallis,elitefourmalvax,false,3,6
battle-randombattle-395,mallis,elitefourmalvax,true,6,3
battle-randombattle-395,elitefourmalvax,mallis,false,3,6
battle-randombattle-396,elitefourmalvax,mallis,true,6,4
battle-randombattle-396,mallis,elitefourmalvax,false,4,6
battle-randombattle-397,mallis,elitefourmalvax,true,6,5
battle-randombattle-397,elitefourmalvax,mallis,false,5,6
battle-randombattle-398,mallis,elitefourmalvax,true,6,2
battle-randombattle-398,elitefourmalvax,mallis,false,2,6
battle-randombattle-399,elitefourmalvax,mallis,false,3,6
battle-randombattle-399,mallis,elitefourmalvax,true,6,3
battle-randombattle-400,mallis,lordmallis,false,4,6
battle-randombattle-401,larandumb,mallis,false,4,6
battle-randombattle-401,mallis,larandumb,true,6,4
battle-randombattle-402,larandumb,mallis,false,4,6
battle-randombattle-402,mallis,larandumb,true,6,4
battle-randombattle-403,mallis,larandumb,true,6,5
battle-randombattle-403,larandumb,mallis,false,5,6
battle-randombattle-404,mallis,mallis2,true,6,3
battle-randombattle-405,mallis,mallis2,true,6,3
battle-randombattle-406,mallis,mallis2,true,6,1
battle-randombattle-407,larandumb,mallis,false,4,6
battle-randombattle-407,mallis,larandumb,true,6,4
battle-randombattle-408,larandumb,mallis,true,6,4
battle-randombattle-408,mallis,larandumb,false,4,6
battle-randombattle-409,larandumb,mallis,false,3,6
battle-randombattle-409,mallis,larandumb,true,6,3
battle-randombattle-410,stabbymarten,mallis,true,6,4
battle-randombattle-410,mallis,stabbymarten,false,4,6
battle-randombattle-412,stabbymarten,mallis,true,6,5
battle-randombattle-412,mallis,stabbymarten,false,5,6
battle-randombattle-413,stabbymarten,mallis,true,6,5
battle-randombattle-413,mallis,stabbymarten,false,5,6
battle-randombattle-411,mallis,larandumb,true,6,1
battle-randombattle-411,larandumb,mallis,false,1,6
battle-randombattle-411,larandumb,mallis,false,1,6
battle-randombattle-411,larandumb,mallis,false,1,6
battle-randombattle-415,stabbymarten,mallis,true,6,3
battle-randombattle-415,mallis,stabbymarten,false,3,6
battle-randombattle-414,larandumb,mallis,true,6,2
battle-randombattle-414,larandumb,mallis,true,6,2
battle-randombattle-414,larandumb,mallis,true,6,2
battle-randombattle-414,mallis,larandumb,false,2,6
battle-randombattle-417,stabbymarten,mallis,false,3,6
battle-randombattle-417,mallis,stabbymarten,true,6,3
battle-randombattle-416,larandumb,mallis,false,3,6
battle-randombattle-416,larandumb,mallis,false,3,6
battle-randombattle-416,larandumb,mallis,false,3,6
battle-randombattle-416,mallis,larandumb,true,6,3
battle-randombattle-418,stabbymarten,mallis,true,6,5
battle-randombattle-418,mallis,stabbymarten,false,5,6
battle-randombattle-419,stabbymarten,mallis,false,3,6
battle-randombattle-419,mallis,stabbymarten,true,6,3
battle-randombattle-420,stabbymarten,mallis,false,3,6
battle-randombattle-420,mallis,stabbymarten,true,6,3
battle-randombattle-421,stabbymarten,mallis,true,6,5
battle-randombattle-421,mallis,stabbymarten,false,5,6
battle-randombattle-422,stabbymarten,mallis,true,6,4
battle-randombattle-422,mallis,stabbymarten,false,4,6
battle-randombattle-423,mallis,stabbymarten,false,3,6
battle-randombattle-423,stabbymarten,mallis,true,6,3
battle-randombattle-424,stabbymarten,mallis,true,6,4
battle-randombattle-424,mallis,stabbymarten,false,4,6
battle-randombattle-425,stabbymarten,mallis,true,6,3
battle-randombattle-425,mallis,stabbymarten,false,3,6
battle-randombattle-426,stabbymarten,mallis,false,4,6
battle-randombattle-426,mallis,stabbymarten,true,6,4
battle-randombattle-427,stabbymarten,mallis,false,3,6
battle-randombattle-427,mallis,stabbymarten,true,6,3
battle-randombattle-428,stabbymarten,mallis,true,6,5
battle-randombattle-428,mallis,stabbymarten,false,5,6
battle-randombattle-429,stabbymarten,mallis,false,3,6
battle-randombattle-429,mallis,stabbymarten,true,6,3
battle-randombattle-430,stabbymarten,mallis,false,4,6
battle-randombattle-430,mallis,stabbymarten,true,6,4
battle-randombattle-431,stabbymarten,mallis,false,4,6
battle-randombattle-431,mallis,stabbymarten,true,6,4
battle-randombattle-432,stabbymarten,mallis,true,6,5
battle-randombattle-432,mallis,stabbymarten,false,5,6
battle-randombattle-433,stabbymarten,mallis,false,5,6
battle-randombattle-433,mallis,stabbymarten,true,6,5
battle-randombattle-434,stabbymarten,mallis,false,5,6
battle-randombattle-434,mallis,stabbymarten,true,6,5
battle-randombattle-435,stabbymarten,mallis,false,3,6
battle-randombattle-435,mallis,stabbymarten,true,6,3
battle-randombattle-436,stabbymarten,mallis,false,4,6
battle-randombattle-436,mallis,stabbymarten,true,6,4
battle-randombattle-437,stabbymarten,mallis,true,6,3
battle-randombattle-437,mallis,stabbymarten,false,3,6
battle-randombattle-438,stabbymarten,mallis,true,6,4
battle-randombattle-438,mallis,stabbymarten,false,4,6
battle-randombattle-439,stabbymarten,mallis,true,6,3
battle-randombattle-439,mallis,stabbymarten,false,3,6
battle-randombattle-440,mallis,stabbymarten,true,6,4
battle-randombattle-440,stabbymarten,mallis,false,4,6
battle-randombattle-441,stabbymarten,mallis,false,3,6
battle-randombattle-441,mallis,stabbymarten,true,6,3
battle-randombattle-442,stabbymarten,mallis,false,5,6
battle-randombattle-442,mallis,stabbymarten,true,6,5
battle-randombattle-443,stabbymarten,mallis,false,5,6
battle-randombattle-443,mallis,stabbymarten,true,6,5
battle-randombattle-444,stabbymarten,mallis,false,3,6
battle-randombattle-444,mallis,stabbymarten,true,6,3
battle-randombattle-445,mallis,stabbymarten,false,3,6
battle-randombattle-445,stabbymarten,mallis,true,6,3
battle-randombattle-446,stabbymarten,mallis,false,5,6
battle-randombattle-446,mallis,stabbymarten,true,6,5
battle-randombattle-447,stabbymarten,mallis,false,4,6
battle-randombattle-447,mallis,stabbymarten,true,6,4
battle-randombattle-449,stabbymarten,mallis,true,6,4
battle-randombattle-449,mallis,stabbymarten,false,4,6
battle-randombattle-450,stabbymarten,mallis,false,4,6
battle-randombattle-450,mallis,stabbymarten,true,6,4
battle-randombattle-451,stabbymarten,mallis,false,5,6
battle-randombattle-451,mallis,stabbymarten,true,6,5
battle-randombattle-452,stabbymarten,mallis,false,5,6
battle-randombattle-452,mallis,stabbymarten,true,6,5
battle-randombattle-453,stabbymarten,mallis,true,6,5
battle-randombattle-453,mallis,stabbymarten,false,5,6
battle-randombattle-454,stabbymarten,mallis,true,6,5
battle-randombattle-454,mallis,stabbymarten,false,5,6
battle-randombattle-455,stabbymarten,mallis,true,6,3
battle-randombattle-455,mallis,stabbymarten,false,3,6
battle-randombattle-456,stabbymarten,mallis,true,6,3
battle-randombattle-456,mallis,stabbymarten,false,3,6
battle-randombattle-457,stabbymarten,mallis,false,1,6
battle-randombattle-457,mallis,stabbymarten,true,6,1
battle-randombattle-458,stabbymarten,mallis,false,5,6
battle-randombattle-458,mallis,stabbymarten,true,6,5
battle-randombattle-459,stabbymarten,mallis,false,5,6
battle-randombattle-459,mallis,stabbymarten,true,6,5
battle-randombattle-460,stabbymarten,mallis,false,4,6
battle-randombattle-460,mallis,stabbymarten,true,6,4
battle-randombattle-461,stabbymarten,mallis,true,6,4
battle-randombattle-461,mallis,stabbymarten,false,4,6
battle-randombattle-463,stabbymarten,mallis,true,6,5
battle-randombattle-463,mallis,stabbymarten,false,5,6
battle-randombattle-464,stabbymarten,mallis,false,5,6
battle-randombattle-464,mallis,stabbymarten,true,6,5
battle-randombattle-465,stabbymarten,mallis,false,2,6
battle-randombattle-465,mallis,stabbymarten,true,6,2
battle-randombattle-466,stabbymarten,mallis,false,5,6
battle-randombattle-466,mallis,stabbymarten,true,6,5
battle-randombattle-467,stabbymarten,mallis,true,6,4
battle-randombattle-467,mallis,stabbymarten,false,4,6
battle-randombattle-468,mallis,stabbymarten,false,3,6
battle-randombattle-468,stabbymarten,mallis,true,6,3
battle-randombattle-469,mallis,stabbymarten,false,4,6
battle-randombattle-469,stabbymarten,mallis,true,6,4
battle-randombattle-470,stabbymarten,mallis,false,5,6
battle-randombattle-470,mallis,stabbymarten,true,6,5
battle-randombattle-471,stabbymarten,mallis,true,6,3
battle-randombattle-471,mallis,stabbymarten,false,3,6
battle-randombattle-472,larandumb,mallis,true,6,4
battle-randombattle-472,mallis,larandumb,false,4,6
battle-randombattle-473,larandumb,mallis,true,6,3
battle-randombattle-473,mallis,larandumb,false,3,6
battle-randombattle-474,larandumb,mallis,true,6,4
battle-randombattle-474,mallis,larandumb,false,4,6
battle-randombattle-475,stabbymarten,mallis,false,3,6
battle-randombattle-475,mallis,stabbymarten,true,6,3
battle-randombattle-476,mallis,stabbymarten,true,6,4
battle-randombattle-476,stabbymarten,mallis,false,4,6
battle-randombattle-477,stabbymarten,mallis,false,5,6
battle-randombattle-477,mallis,stabbymarten,true,6,5
battle-randombattle-478,stabbymarten,mallis,false,5,6
battle-randombattle-478,mallis,stabbymarten,true,6,5
battle-randombattle-479,stabbymarten,mallis,true,6,5
battle-randombattle-479,mallis,stabbymarten,false,5,6
battle-randombattle-480,stabbymarten,mallis,false,3,6
battle-randombattle-480,mallis,stabbymarten,true,6,3
battle-randombattle-481,stabbymarten,mallis,true,6,5
battle-randombattle-481,mallis,stabbymarten,false,5,6
battle-randombattle-482,stabbymarten,mallis,false,2,6
battle-randombattle-482,mallis,stabbymarten,true,6,2
battle-randombattle-483,stabbymarten,mallis,true,6,4
battle-randombattle-483,mallis,stabbymarten,false,4,6
battle-randombattle-484,mallis,stabbymarten,false,5,6
battle-randombattle-484,stabbymarten,mallis,true,6,5
battle-randombattle-485,stabbymarten,mallis,true,6,5
battle-randombattle-485,mallis,stabbymarten,false,5,6
battle-randombattle-486,stabbymarten,mallis,false,4,6
battle-randombattle-486,mallis,stabbymarten,true,6,4
battle-randombattle-496,stabbymarten,mallis,true,6,3
battle-randombattle-496,mallis,stabbymarten,false,3,6
battle-randombattle-497,mallis,stabbymarten,false,5,6
battle-randombattle-497,stabbymarten,mallis,true,6,5
battle-randombattle-498,stabbymarten,mallis,false,5,6
battle-randombattle-498,mallis,stabbymarten,true,6,5
battle-randombattle-499,mallis,stabbymarten,true,6,4
battle-randombattle-499,stabbymarten,mallis,false,4,6
battle-randombattle-500,stabbymarten,mallis,true,6,4
battle-randombattle-500,mallis,stabbymarten,false,4,6
battle-randombattle-501,stabbymarten,mallis,false,4,6
battle-randombattle-501,mallis,stabbymarten,true,6,4
battle-randombattle-502,stabbymarten,mallis,true,6,4
battle-randombattle-502,mallis,stabbymarten,false,4,6
battle-randombattle-503,stabbymarten,mallis,true,6,5
battle-randombattle-503,mallis,stabbymarten,false,5,6
battle-randombattle-504,stabbymarten,mallis,true,6,5
battle-randombattle-504,mallis,stabbymarten,false,5,6
battle-randombattle-507,larandumb,mallis,false,3,6
battle-randombattle-507,mallis,larandumb,true,6,3
battle-randombattle-508,larandumb,mallis,false,4,6
battle-randombattle-508,mallis,larandumb,true,6,4
battle-randombattle-509,larandumb,mallis,false,3,6
battle-randombattle-509,mallis,larandumb,true,6,3
battle-randombattle-510,larandumb,mallis,false,2,6
battle-randombattle-510,mallis,larandumb,true,6,2
battle-randombattle-511,larandumb,mallis,false,2,6
battle-randombattle-511,mallis,larandumb,true,6,2
battle-randombattle-512,larandumb,mallis,false,5,6
battle-randombattle-512,mallis,larandumb,true,6,5
battle-randombattle-513,larandumb,mallis,false,3,6
battle-randombattle-513,mallis,larandumb,true,6,3
battle-randombattle-514,larandumb,mallis,true,6,3
battle-randombattle-514,mallis,larandumb,false,3,6
battle-randombattle-515,larandumb,mallis,false,3,6
battle-randombattle-515,mallis,larandumb,true,6,3
battle-randombattle-516,stabbymarten,mallis,true,6,4
battle-randombattle-516,mallis,stabbymarten,false,4,6
battle-randombattle-517,stabbymarten,mallis,true,6,5
battle-randombattle-517,mallis,stabbymarten,false,5,6
battle-randombattle-518,mallis,stabbymarten,false,2,6
battle-randombattle-518,stabbymarten,mallis,true,6,2
battle-randombattle-519,stabbymarten,mallis,false,2,6
battle-randombattle-519,mallis,stabbymarten,true,6,2
battle-randombattle-520,stabbymarten,mallis,true,6,4
battle-randombattle-520,mallis,stabbymarten,false,4,6
battle-randombattle-521,stabbymarten,mallis,false,5,6
battle-randombattle-521,mallis,stabbymarten,true,6,5
battle-randombattle-522,stabbymarten,mallis,true,6,3
battle-randombattle-522,mallis,stabbymarten,false,3,6
battle-randombattle-523,stabbymarten,mallis,true,6,4
battle-randombattle-523,mallis,stabbymarten,false,4,6
battle-randombattle-524,stabbymarten,mallis,true,6,4
battle-randombattle-524,mallis,stabbymarten,false,4,6
battle-randombattle-525,elitefourmalvax,mallis,false,5,6
battle-randombattle-525,mallis,elitefourmalvax,true,6,5
battle-randombattle-526,elitefourmalvax,mallis,false,3,6
battle-randombattle-526,mallis,elitefourmalvax,true,6,3
battle-randombattle-527,elitefourmalvax,mallis,false,2,6
battle-randombattle-527,mallis,elitefourmalvax,true,6,2
battle-randombattle-528,elitefourmalvax,mallis,false,3,6
battle-randombattle-528,mallis,elitefourmalvax,true,6,3
battle-randombattle-529,elitefourmalvax,mallis,true,6,4
battle-randombattle-529,mallis,elitefourmalvax,false,4,6
battle-randombattle-530,elitefourmalvax,mallis,false,3,6
battle-randombattle-530,mallis,elitefourmalvax,true,6,3
battle-randombattle-531,elitefourdiantha,mallis,true,6,5
battle-randombattle-531,mallis,elitefourdiantha,false,5,6
battle-randombattle-532,elitefourdiantha,mallis,false,4,6
battle-randombattle-532,mallis,elitefourdiantha,true,6,4
battle-randombattle-533,elitefourdiantha,mallis,true,6,5
battle-randombattle-533,mallis,elitefourdiantha,false,5,6
battle-randombattle-534,larandumb,mallis,false,2,6
battle-randombattle-534,mallis,larandumb,true,6,2
battle-randombattle-535,larandumb,mallis,false,2,6
battle-randombattle-535,mallis,larandumb,true,6,2
battle-randombattle-536,larandumb,mallis,true,6,3
battle-randombattle-536,mallis,larandumb,false,3,6
battle-randombattle-537,larandumb,mallis,false,4,6
battle-randombattle-537,mallis,larandumb,true,6,4
battle-randombattle-538,larandumb,mallis,true,6,5
battle-randombattle-538,mallis,larandumb,false,5,6
battle-randombattle-539,larandumb,mallis,true,6,6
battle-randombattle-539,mallis,larandumb,false,6,6
battle-randombattle-540,larandumb,mallis,true,6,5
battle-randombattle-540,mallis,larandumb,false,5,6
battle-randombattle-541,larandumb,mallis,false,5,6
battle-randombattle-541,mallis,larandumb,true,6,5
battle-randombattle-542,larandumb,mallis,true,6,5
battle-randombattle-542,mallis,larandumb,false,5,6
battle-randombattle-543,larandumb,mallis,false,2,6
battle-randombattle-543,mallis,larandumb,true,6,2
battle-randombattle-544,larandumb,mallis,false,3,6
battle-randombattle-544,mallis,larandumb,true,6,3
battle-randombattle-545,larandumb,mallis,false,4,6
battle-randombattle-545,mallis,larandumb,true,6,4
battle-randombattle-546,larandumb,mallis,false,2,6
battle-randombattle-546,mallis,larandumb,true,6,2
battle-randombattle-547,larandumb,mallis,false,4,6
battle-randombattle-547,mallis,larandumb,true,6,4
battle-randombattle-548,larandumb,mallis,false,3,6
battle-randombattle-548,mallis,larandumb,true,6,3
battle-randombattle-549,larandumb,mallis,false,5,6
battle-randombattle-549,mallis,larandumb,true,6,5
battle-randombattle-550,larandumb,mallis,false,4,6
battle-randombattle-550,mallis,larandumb,true,6,4
battle-randombattle-551,larandumb,mallis,true,6,4
battle-randombattle-551,mallis,larandumb,false,4,6
battle-randombattle-553,larandumb,mallis,false,2,6
battle-randombattle-553,mallis,larandumb,true,6,2
battle-randombattle-554,mallis,larandumb,true,6,0
battle-randombattle-554,larandumb,mallis,false,0,6
battle-randombattle-557,larandumb,mallis,false,3,6
battle-randombattle-557,mallis,larandumb,true,6,3
battle-randombattle-558,larandumb,mallis,false,1,6
battle-randombattle-558,mallis,larandumb,true,6,1
battle-randombattle-559,larandumb,mallis,false,3,6
battle-randombattle-559,mallis,larandumb,true,6,3
battle-randombattle-560,larandumb,mallis,false,2,6
battle-randombattle-560,mallis,larandumb,true,6,2
battle-randombattle-561,mallis,larandumb,true,6,3
battle-randombattle-561,larandumb,mallis,false,3,6
battle-randombattle-562,larandumb,mallis,true,6,5
battle-randombattle-562,mallis,larandumb,false,5,6
battle-randombattle-563,mallis,larandumb,true,6,5
battle-randombattle-563,larandumb,mallis,false,5,6
battle-randombattle-564,larandumb,mallis,false,4,6
battle-randombattle-564,mallis,larandumb,true,6,4
battle-randombattle-565,larandumb,mallis,false,4,6
battle-randombattle-565,mallis,larandumb,true,6,4
battle-randombattle-566,larandumb,mallis,false,2,6
battle-randombattle-566,mallis,larandumb,true,6,2
battle-randombattle-567,larandumb,mallis,false,5,6
battle-randombattle-567,mallis,larandumb,true,6,5
battle-randombattle-568,larandumb,mallis,true,6,5
battle-randombattle-568,mallis,larandumb,false,5,6
battle-randombattle-569,larandumb,mallis,false,2,6
battle-randombattle-569,mallis,larandumb,true,6,2
battle-randombattle-570,larandumb,mallis,false,5,6
battle-randombattle-570,mallis,larandumb,true,6,5
battle-randombattle-571,larandumb,mallis,true,6,5
battle-randombattle-571,mallis,larandumb,false,5,6
battle-randombattle-572,stabbymarten,mallis,true,6,4
battle-randombattle-572,mallis,stabbymarten,false,4,6
battle-randombattle-573,stabbymarten,mallis,false,4,6
battle-randombattle-573,mallis,stabbymarten,true,6,4
battle-randombattle-574,stabbymarten,mallis,true,6,4
battle-randombattle-574,mallis,stabbymarten,false,4,6
battle-randombattle-575,stabbymarten,mallis,false,2,6
battle-randombattle-575,mallis,stabbymarten,true,6,2
battle-randombattle-576,stabbymarten,mallis,true,6,5
battle-randombattle-576,mallis,stabbymarten,false,5,6
battle-randombattle-577,stabbymarten,mallis,false,5,6
battle-randombattle-577,mallis,stabbymarten,true,6,5
battle-randombattle-578,stabbymarten,mallis,false,4,6
battle-randombattle-578,mallis,stabbymarten,true,6,4
battle-randombattle-579,stabbymarten,mallis,true,6,4
battle-randombattle-579,mallis,stabbymarten,false,4,6
battle-randombattle-580,stabbymarten,mallis,true,6,4
battle-randombattle-580,mallis,stabbymarten,false,4,6
battle-randombattle-581,stabbymarten,mallis,true,6,5
battle-randombattle-581,mallis,stabbymarten,false,5,6
battle-randombattle-582,stabbymarten,mallis,false,4,6
battle-randombattle-582,mallis,stabbymarten,true,6,4
battle-randombattle-583,stabbymarten,mallis,false,4,6
battle-randombattle-583,mallis,stabbymarten,true,6,4
battle-randombattle-584,stabbymarten,mallis,false,2,6
battle-randombattle-584,mallis,stabbymarten,true,6,2
battle-randombattle-585,stabbymarten,mallis,false,4,6
battle-randombattle-585,mallis,stabbymarten,true,6,4
battle-randombattle-586,stabbymarten,mallis,false,4,6
battle-randombattle-586,mallis,stabbymarten,true,6,4
battle-randombattle-587,stabbymarten,mallis,true,6,4
battle-randombattle-587,mallis,stabbymarten,false,4,6
battle-randombattle-588,stabbymarten,mallis,true,6,5
battle-randombattle-588,mallis,stabbymarten,false,5,6
battle-randombattle-589,stabbymarten,mallis,false,3,6
battle-randombattle-589,mallis,stabbymarten,true,6,3
battle-randombattle-590,stabbymarten,mallis,false,2,6
battle-randombattle-590,mallis,stabbymarten,true,6,2
battle-randombattle-591,stabbymarten,mallis,true,6,6
battle-randombattle-591,mallis,stabbymarten,false,6,6
battle-randombattle-592,stabbymarten,mallis,true,6,3
battle-randombattle-592,mallis,stabbymarten,false,3,6
battle-randombattle-593,stabbymarten,mallis,true,6,5
battle-randombattle-593,mallis,stabbymarten,false,5,6
battle-randombattle-594,stabbymarten,mallis,false,5,6
battle-randombattle-594,mallis,stabbymarten,true,6,5
battle-randombattle-595,stabbymarten,mallis,true,6,5
battle-randombattle-595,mallis,stabbymarten,false,5,6
battle-randombattle-596,stabbymarten,mallis,true,6,3
battle-randombattle-596,mallis,stabbymarten,false,3,6
battle-randombattle-597,stabbymarten,mallis,false,1,6
battle-randombattle-597,mallis,stabbymarten,true,6,1
battle-randombattle-598,stabbymarten,mallis,true,6,4
battle-randombattle-598,mallis,stabbymarten,false,4,6
battle-randombattle-599,stabbymarten,mallis,false,5,6
battle-randombattle-599,mallis,stabbymarten,true,6,5
battle-randombattle-600,stabbymarten,mallis,true,6,4
battle-randombattle-600,mallis,stabbymarten,false,4,6
battle-randombattle-601,stabbymarten,mallis,true,6,4
battle-randombattle-601,mallis,stabbymarten,false,4,6
battle-randombattle-602,stabbymarten,mallis,false,5,6
battle-randombattle-602,mallis,stabbymarten,true,6,5
battle-randombattle-603,stabbymarten,mallis,true,6,4
battle-randombattle-603,mallis,stabbymarten,false,4,6
battle-randombattle-604,stabbymarten,mallis,false,4,6
battle-randombattle-604,mallis,stabbymarten,true,6,4
battle-randombattle-605,stabbymarten,mallis,true,6,4
battle-randombattle-605,mallis,stabbymarten,false,4,6
battle-randombattle-606,stabbymarten,mallis,true,6,4
battle-randombattle-606,mallis,stabbymarten,false,4,6
battle-randombattle-607,stabbymarten,mallis,true,6,4
battle-randombattle-607,mallis,stabbymarten,false,4,6
battle-randombattle-608,stabbymarten,mallis,false,5,6
battle-randombattle-608,mallis,stabbymarten,true,6,5
battle-randombattle-609,stabbymarten,mallis,false,5,6
battle-randombattle-609,mallis,stabbymarten,true,6,5
battle-randombattle-610,stabbymarten,mallis,true,6,1
battle-randombattle-610,mallis,stabbymarten,false,1,6
battle-randombattle-611,stabbymarten,mallis,false,3,6
battle-randombattle-611,mallis,stabbymarten,true,6,3
battle-randombattle-612,stabbymarten,mallis,false,3,6
battle-randombattle-612,mallis,stabbymarten,true,6,3
battle-randombattle-613,stabbymarten,mallis,false,5,6
battle-randombattle-613,mallis,stabbymarten,true,6,5
battle-randombattle-614,mallis,stabbymarten,true,6,2
battle-randombattle-614,stabbymarten,mallis,false,2,6
battle-randombattle-615,stabbymarten,mallis,false,5,6
battle-randombattle-615,mallis,stabbymarten,true,6,5
battle-randombattle-616,stabbymarten,mallis,false,5,6
battle-randombattle-616,mallis,stabbymarten,true,6,5
battle-randombattle-617,stabbymarten,mallis,false,3,6
battle-randombattle-617,mallis,stabbymarten,true,6,3
battle-randombattle-618,mallis,stabbymarten,false,5,6
battle-randombattle-618,stabbymarten,mallis,true,6,5
battle-randombattle-619,stabbymarten,mallis,false,4,6
battle-randombattle-619,mallis,stabbymarten,true,6,4
battle-randombattle-620,stabbymarten,mallis,true,6,5
battle-randombattle-620,mallis,stabbymarten,false,5,6
battle-randombattle-621,stabbymarten,mallis,false,3,6
battle-randombattle-621,mallis,stabbymarten,true,6,3
battle-randombattle-622,stabbymarten,mallis,false,5,6
battle-randombattle-622,mallis,stabbymarten,true,6,5
battle-randombattle-623,mallis,stabbymarten,false,4,6
battle-randombattle-623,stabbymarten,mallis,true,6,4
battle-randombattle-624,stabbymarten,mallis,true,6,5
battle-randombattle-624,mallis,stabbymarten,false,5,6
battle-randombattle-625,stabbymarten,mallis,false,3,6
battle-randombattle-625,mallis,stabbymarten,true,6,3
battle-randombattle-626,stabbymarten,mallis,true,6,3
battle-randombattle-626,mallis,stabbymarten,false,3,6
battle-randombattle-628,stabbymarten,mallis,true,6,3
battle-randombattle-628,mallis,stabbymarten,false,3,6
battle-randombattle-629,stabbymarten,mallis,true,6,3
battle-randombattle-629,mallis,stabbymarten,false,3,6
battle-randombattle-630,stabbymarten,mallis,true,6,4
battle-randombattle-630,mallis,stabbymarten,false,4,6
battle-randombattle-631,stabbymarten,mallis,false,3,6
battle-randombattle-631,mallis,stabbymarten,true,6,3
